day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;317900;BRONZE;1925;1;1923;22;;;1926;22;;;;;1925.5;0.0
0;318000;BRONZE;1922;22;;;;;1925;22;;;;;1923.5;0.0
0;318000;SILVER;2034;22;;;;;2037;22;;;;;2035.5;0.0
0;318000;GOLD;10002;1;9995;22;;;10005;22;;;;;10003.5;0.0
0;318100;GOLD;9995;29;;;;;10005;29;;;;;10000.0;0.0
0;318100;BRONZE;1922;29;;;;;1924;1;1926;29;;;1923.0;0.0
0;318100;SILVER;2034;29;;;;;2036;1;2037;29;;;2035.0;0.0
0;318200;GOLD;9998;6;9995;25;;;10005;25;;;;;10001.5;0.0
0;318200;BRONZE;1923;25;;;;;1926;25;;;;;1924.5;0.0
0;318200;SILVER;2034;25;;;;;2037;25;;;;;2035.5;0.0
0;318300;SILVER;2034;23;;;;;2036;7;2037;23;;;2035.0;0.0
0;318300;GOLD;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
0;318300;BRONZE;1923;23;;;;;1925;7;1926;23;;;1924.0;0.0
0;318400;BRONZE;1923;25;;;;;1926;25;;;;;1924.5;0.0
0;318400;SILVER;2034;25;;;;;2037;25;;;;;2035.5;0.0
0;318400;GOLD;9998;5;9996;2;9995;23;10004;2;10005;23;;;10001.0;0.0
0;318500;GOLD;9996;2;9995;24;;;10002;7;10004;2;10005;24;9999.0;0.0
0;318500;BRONZE;1922;26;;;;;1924;5;1925;26;;;1923.0;0.0
0;318500;SILVER;2034;26;;;;;2036;5;2037;2;2038;24;2035.0;0.0
0;318600;GOLD;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
0;318600;BRONZE;1923;31;;;;;1926;31;;;;;1924.5;0.0
0;318600;SILVER;2034;31;;;;;2037;1;2038;30;;;2035.5;0.0
0;318700;SILVER;2034;29;;;;;2036;4;2037;1;2038;28;2035.0;0.0
0;318700;GOLD;9998;2;9996;1;9995;28;10004;1;10005;28;;;10001.0;0.0
0;318700;BRONZE;1923;29;;;;;1925;4;1926;29;;;1924.0;0.0
0;318800;BRONZE;1923;30;;;;;1926;29;;;;;1924.5;0.0
0;318800;SILVER;2035;1;2034;29;;;2037;1;2038;28;;;2036.0;0.0
0;318800;GOLD;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
0;318900;GOLD;9998;9;9995;30;;;10005;30;;;;;10001.5;0.0
0;318900;BRONZE;1922;30;;;;;1926;30;;;;;1924.0;0.0
0;318900;SILVER;2034;30;;;;;2038;30;;;;;2036.0;0.0
0;319000;GOLD;9995;23;;;;;10005;23;;;;;10000.0;0.0
0;319000;BRONZE;1924;1;1922;23;;;1926;23;;;;;1925.0;0.0
0;319000;SILVER;2036;1;2034;23;;;2038;23;;;;;2037.0;0.0
0;319100;SILVER;2034;30;;;;;2038;30;;;;;2036.0;0.0
0;319100;GOLD;9998;3;9995;30;;;10005;30;;;;;10001.5;0.0
0;319100;BRONZE;1920;30;;;;;1924;30;;;;;1922.0;0.0
0;319200;GOLD;9996;2;9995;28;;;10002;9;10004;2;10005;28;9999.0;0.0
0;319200;BRONZE;1921;30;;;;;1924;30;;;;;1922.5;0.0
0;319200;SILVER;2034;30;;;;;2038;30;;;;;2036.0;0.0
0;319300;BRONZE;1923;1;1922;31;;;1926;31;;;;;1924.5;0.0
0;319300;SILVER;2035;1;2034;31;;;2038;31;;;;;2036.5;0.0
0;319300;GOLD;9996;1;9995;30;;;10002;8;10004;1;10005;30;9999.0;0.0
0;319400;GOLD;9995;28;;;;;10005;28;;;;;10000.0;0.0
0;319400;BRONZE;1922;28;;;;;1925;28;;;;;1923.5;0.0
0;319400;SILVER;2034;28;;;;;2038;28;;;;;2036.0;0.0
0;319500;SILVER;2035;2;2034;20;;;2038;22;;;;;2036.5;0.0
0;319500;GOLD;9996;2;9995;20;;;10002;8;10004;2;10005;20;9999.0;0.0
0;319500;BRONZE;1922;22;;;;;1926;22;;;;;1924.0;0.0
0;319600;GOLD;9995;28;;;;;9998;1;10002;9;10005;28;9996.5;0.0
0;319600;SILVER;2034;28;;;;;2035;6;2036;6;2038;28;2034.5;0.0
0;319600;BRONZE;1923;28;;;;;1924;6;1925;6;1927;28;1923.5;0.0
0;319700;BRONZE;1923;32;;;;;1926;32;;;;;1924.5;0.0
0;319700;SILVER;2035;32;;;;;2038;32;;;;;2036.5;0.0
0;319700;GOLD;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
0;319800;BRONZE;1921;22;;;;;1923;7;1924;26;;;1922.0;0.0
0;319800;GOLD;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;0.0
0;319800;SILVER;2035;22;;;;;2037;7;2038;26;;;2036.0;0.0
0;319900;BRONZE;1922;25;;;;;1924;6;1925;25;;;1923.0;0.0
0;319900;SILVER;2035;25;;;;;2037;6;2038;25;;;2036.0;0.0
0;319900;GOLD;9995;25;;;;;10005;25;;;;;10000.0;0.0
0;320000;GOLD;10002;1;9996;1;9995;20;10004;1;10005;20;;;10003.0;0.0
0;320000;SILVER;2035;4;2034;21;;;2038;21;;;;;2036.5;0.0
0;320000;BRONZE;1922;4;1921;21;;;1924;21;;;;;1923.0;0.0
0;320100;BRONZE;1923;30;;;;;1926;30;;;;;1924.5;0.0
0;320100;SILVER;2034;30;;;;;2038;30;;;;;2036.0;0.0
0;320100;GOLD;10002;1;9995;30;;;10005;30;;;;;10003.5;0.0
0;320200;BRONZE;1922;20;;;;;1925;20;;;;;1923.5;0.0
0;320200;GOLD;9995;20;;;;;10005;20;;;;;10000.0;0.0
0;320200;SILVER;2034;20;;;;;2038;20;;;;;2036.0;0.0
0;320300;BRONZE;1924;23;;;;;1927;23;;;;;1925.5;0.0
0;320300;SILVER;2034;23;;;;;2037;1;2038;22;;;2035.5;0.0
0;320300;GOLD;9996;1;9995;22;;;10002;5;10004;1;10005;22;9999.0;0.0
0;320400;GOLD;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
0;320400;SILVER;2034;29;;;;;2037;2;2038;27;;;2035.5;0.0
0;320400;BRONZE;1923;29;;;;;1926;29;;;;;1924.5;0.0
0;320500;BRONZE;1922;27;;;;;1925;27;;;;;1923.5;0.0
0;320500;SILVER;2034;27;;;;;2037;1;2038;26;;;2035.5;0.0
0;320500;GOLD;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
0;320600;BRONZE;1923;27;;;;;1925;7;1926;27;;;1924.0;0.0
0;320600;GOLD;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
0;320600;SILVER;2034;27;;;;;2036;7;2037;1;2038;26;2035.0;0.0
0;320700;BRONZE;1922;26;;;;;1925;26;;;;;1923.5;0.0
0;320700;SILVER;2034;26;;;;;2037;26;;;;;2035.5;0.0
0;320700;GOLD;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
0;320800;GOLD;9995;28;;;;;10005;28;;;;;10000.0;0.0
0;320800;SILVER;2034;28;;;;;2037;28;;;;;2035.5;0.0
0;320800;BRONZE;1922;28;;;;;1925;28;;;;;1923.5;0.0
0;320900;BRONZE;1923;30;;;;;1926;29;;;;;1924.5;0.0
0;320900;SILVER;2034;30;;;;;2037;29;;;;;2035.5;0.0
0;320900;GOLD;9995;29;;;;;10005;29;;;;;10000.0;0.0
0;321000;BRONZE;1922;22;;;;;1925;1;1926;22;;;1923.5;0.0
0;321000;GOLD;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
0;321000;SILVER;2034;22;;;;;2037;23;;;;;2035.5;0.0
0;321100;BRONZE;1923;25;;;;;1926;27;;;;;1924.5;0.0
0;321100;SILVER;2034;25;;;;;2037;27;;;;;2035.5;0.0
0;321100;GOLD;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
0;321200;GOLD;9998;7;9995;25;;;10005;25;;;;;10001.5;0.0
0;321200;SILVER;2034;25;;;;;2037;25;;;;;2035.5;0.0
0;321200;BRONZE;1922;25;;;;;1925;25;;;;;1923.5;0.0
0;321300;BRONZE;1923;32;;;;;1926;28;;;;;1924.5;0.0
0;321300;SILVER;2034;32;;;;;2037;28;;;;;2035.5;0.0
0;321300;GOLD;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
0;321400;BRONZE;1923;28;;;;;1926;28;;;;;1924.5;0.0
0;321400;GOLD;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
0;321400;SILVER;2034;28;;;;;2037;28;;;;;2035.5;0.0
0;321500;BRONZE;1922;22;;;;;1925;22;;;;;1923.5;0.0
0;321500;SILVER;2034;22;;;;;2037;22;;;;;2035.5;0.0
0;321500;GOLD;10002;1;9995;22;;;10005;22;;;;;10003.5;0.0
0;321600;GOLD;9995;25;;;;;9998;1;10005;25;;;9996.5;0.0
0;321600;SILVER;2034;25;;;;;2037;25;;;;;2035.5;0.0
0;321600;BRONZE;1921;25;;;;;1924;25;;;;;1922.5;0.0
0;321700;BRONZE;1920;29;;;;;1923;26;;;;;1921.5;0.0
0;321700;SILVER;2034;29;;;;;2037;26;;;;;2035.5;0.0
0;321700;GOLD;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
0;321800;BRONZE;1920;32;;;;;1923;32;;;;;1921.5;0.0
0;321800;GOLD;9996;2;9995;30;;;10002;4;10004;2;10005;30;9999.0;0.0
0;321800;SILVER;2034;32;;;;;2037;32;;;;;2035.5;0.0
0;321900;BRONZE;1920;24;;;;;1924;24;;;;;1922.0;0.0
0;321900;GOLD;9995;24;;;;;10005;24;;;;;10000.0;0.0
0;321900;SILVER;2034;24;;;;;2037;24;;;;;2035.5;0.0
0;322000;GOLD;9996;1;9995;28;;;10002;3;10004;1;10005;28;9999.0;0.0
0;322000;SILVER;2034;29;;;;;2036;1;2037;29;;;2035.0;0.0
0;322000;BRONZE;1921;29;;;;;1922;1;1924;29;;;1921.5;0.0
0;322100;SILVER;2034;27;;;;;2035;5;2036;2;2037;1;2034.5;0.0
0;322100;BRONZE;1921;1;1920;26;;;1922;7;1924;27;;;1921.5;0.0
0;322100;GOLD;9996;1;9995;26;;;10000;5;10004;1;10005;26;9998.0;0.0
0;322200;SILVER;2034;28;;;;;2037;27;;;;;2035.5;0.0
0;322200;BRONZE;1921;28;;;;;1924;27;;;;;1922.5;0.0
0;322200;GOLD;9998;3;9995;27;;;10005;27;;;;;10001.5;0.0
0;322300;BRONZE;1920;27;;;;;1922;5;1924;27;;;1921.0;0.0
0;322300;GOLD;9995;27;;;;;10005;27;;;;;10000.0;0.0
0;322300;SILVER;2034;27;;;;;2036;5;2038;27;;;2035.0;0.0
0;322400;GOLD;9995;28;;;;;10005;28;;;;;10000.0;0.0
0;322400;SILVER;2034;28;;;;;2036;8;2038;28;;;2035.0;0.0
0;322400;BRONZE;1924;28;;;;;1926;8;1927;28;;;1925.0;0.0
0;322500;SILVER;2034;23;;;;;2038;23;;;;;2036.0;0.0
0;322500;BRONZE;1927;23;;;;;1930;23;;;;;1928.5;0.0
0;322500;GOLD;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
0;322600;SILVER;2036;3;2034;29;;;2038;29;;;;;2037.0;0.0
0;322600;BRONZE;1932;3;1930;29;;;1933;29;;;;;1932.5;0.0
0;322600;GOLD;10002;1;9995;29;;;10005;29;;;;;10003.5;0.0
0;322700;BRONZE;1931;28;;;;;1934;28;;;;;1932.5;0.0
0;322700;GOLD;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
0;322700;SILVER;2034;28;;;;;2038;28;;;;;2036.0;0.0
0;322800;GOLD;9996;2;9995;20;;;10002;1;10004;2;10005;20;9999.0;0.0
0;322800;SILVER;2035;29;;;;;2038;22;;;;;2036.5;0.0
0;322800;BRONZE;1933;9;1932;20;;;1936;22;;;;;1934.5;0.0
0;322900;SILVER;2035;29;;;;;2037;6;2038;29;;;2036.0;0.0
0;322900;BRONZE;1933;29;;;;;1934;6;1936;29;;;1933.5;0.0
0;322900;GOLD;9998;7;9996;1;9995;28;10004;1;10005;28;;;10001.0;0.0
0;323000;SILVER;2037;1;2035;25;;;2038;25;;;;;2037.5;0.0
0;323000;BRONZE;1936;1;1934;25;;;1937;25;;;;;1936.5;0.0
0;323000;GOLD;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
0;323100;BRONZE;1936;7;1935;25;;;1939;25;;;;;1937.5;0.0
0;323100;GOLD;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
0;323100;SILVER;2036;7;2035;25;;;2038;1;2039;24;;;2037.0;0.0
0;323200;GOLD;9995;27;;;;;10002;2;10005;27;;;9998.5;0.0
0;323200;SILVER;2035;28;;;;;2038;27;;;;;2036.5;0.0
0;323200;BRONZE;1935;28;;;;;1938;27;;;;;1936.5;0.0
0;323300;SILVER;2035;30;;;;;2038;28;;;;;2036.5;0.0
0;323300;BRONZE;1936;2;1935;28;;;1939;28;;;;;1937.5;0.0
0;323300;GOLD;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
0;323400;SILVER;2035;28;;;;;2039;28;;;;;2037.0;0.0
0;323400;BRONZE;1935;28;;;;;1938;28;;;;;1936.5;0.0
0;323400;GOLD;10002;1;9995;28;;;10005;28;;;;;10003.5;0.0
0;323500;BRONZE;1935;22;;;;;1938;22;;;;;1936.5;0.0
0;323500;GOLD;10002;1;9998;4;9996;1;10004;1;10005;21;;;10003.0;0.0
0;323500;SILVER;2035;22;;;;;2038;22;;;;;2036.5;0.0
0;323600;GOLD;9998;6;9995;28;;;10005;28;;;;;10001.5;0.0
0;323600;SILVER;2037;1;2035;28;;;2038;28;;;;;2037.5;0.0
0;323600;BRONZE;1938;1;1936;28;;;1939;28;;;;;1938.5;0.0
0;323700;SILVER;2035;24;;;;;2036;4;2038;24;;;2035.5;0.0
0;323700;GOLD;10002;2;9998;4;9996;2;10004;2;10005;22;;;10003.0;0.0
0;323700;BRONZE;1935;24;;;;;1936;4;1938;24;;;1935.5;0.0
0;323800;SILVER;2035;22;;;;;2037;2;2039;22;;;2036.0;0.0
0;323800;BRONZE;1936;22;;;;;1938;2;1939;22;;;1937.0;0.0
0;323800;GOLD;9995;22;;;;;10005;22;;;;;10000.0;0.0
0;323900;GOLD;9995;26;;;;;10002;8;10005;26;;;9998.5;0.0
0;323900;BRONZE;1935;26;;;;;1936;5;1939;26;;;1935.5;0.0
0;323900;SILVER;2035;26;;;;;2036;5;2039;26;;;2035.5;0.0
0;324000;GOLD;9996;2;9995;26;;;9998;1;10004;2;10005;26;9997.0;0.0
0;324000;SILVER;2035;28;;;;;2037;2;2039;28;;;2036.0;0.0
0;324000;BRONZE;1936;28;;;;;1938;2;1939;28;;;1937.0;0.0
0;324100;SILVER;2036;7;2035;31;;;2039;31;;;;;2037.5;0.0
0;324100;GOLD;9998;8;9996;1;9995;30;10004;1;10005;30;;;10001.0;0.0
0;324100;BRONZE;1937;38;;;;;1940;31;;;;;1938.5;0.0
0;324200;BRONZE;1936;29;;;;;1939;29;;;;;1937.5;0.0
0;324200;SILVER;2035;29;;;;;2038;29;;;;;2036.5;0.0
0;324200;GOLD;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
0;324300;GOLD;9998;9;9996;1;9995;24;10004;1;10005;24;;;10001.0;0.0
0;324300;BRONZE;1935;28;;;;;1938;25;;;;;1936.5;0.0
0;324300;SILVER;2035;28;;;;;2038;25;;;;;2036.5;0.0
0;324400;GOLD;9996;2;9995;20;;;10002;6;10004;2;10005;20;9999.0;0.0
0;324400;BRONZE;1936;22;;;;;1939;22;;;;;1937.5;0.0
0;324400;SILVER;2035;2;2034;20;;;2038;22;;;;;2036.5;0.0
0;324500;SILVER;2035;1;2034;21;;;2036;5;2038;22;;;2035.5;0.0
0;324500;GOLD;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
0;324500;BRONZE;1936;22;;;;;1938;5;1940;22;;;1937.0;0.0
0;324600;BRONZE;1937;2;1936;23;;;1938;3;1940;25;;;1937.5;0.0
0;324600;SILVER;2035;2;2034;23;;;2036;3;2038;25;;;2035.5;0.0
0;324600;GOLD;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;0.0
0;324700;GOLD;9995;27;;;;;10005;27;;;;;10000.0;0.0
0;324700;BRONZE;1939;27;;;;;1943;27;;;;;1941.0;0.0
0;324700;SILVER;2034;27;;;;;2038;27;;;;;2036.0;0.0
0;324800;GOLD;9998;6;9995;25;;;10005;25;;;;;10001.5;0.0
0;324800;BRONZE;1939;25;;;;;1940;6;1943;25;;;1939.5;0.0
0;324800;SILVER;2034;25;;;;;2035;6;2038;25;;;2034.5;0.0
0;324900;SILVER;2034;30;;;;;2038;30;;;;;2036.0;0.0
0;324900;GOLD;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
0;324900;BRONZE;1939;30;;;;;1942;30;;;;;1940.5;0.0
0;325000;BRONZE;1941;1;1939;23;;;1942;23;;;;;1941.5;0.0
0;325000;SILVER;2036;1;2034;23;;;2037;2;2038;21;;;2036.5;0.0
0;325000;GOLD;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
0;325100;GOLD;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
0;325100;BRONZE;1938;29;;;;;1941;29;;;;;1939.5;0.0
0;325100;SILVER;2034;29;;;;;2038;29;;;;;2036.0;0.0
0;325200;GOLD;9996;1;9995;23;;;10000;2;10004;1;10005;23;9998.0;0.0
0;325200;BRONZE;1940;24;;;;;1941;2;1943;24;;;1940.5;0.0
0;325200;SILVER;2034;24;;;;;2035;2;2038;24;;;2034.5;0.0
0;325300;SILVER;2035;29;;;;;2038;29;;;;;2036.5;0.0
0;325300;GOLD;9998;8;9995;29;;;10005;29;;;;;10001.5;0.0
0;325300;BRONZE;1939;29;;;;;1942;29;;;;;1940.5;0.0
0;325400;BRONZE;1940;28;;;;;1943;28;;;;;1941.5;0.0
0;325400;SILVER;2035;28;;;;;2038;28;;;;;2036.5;0.0
0;325400;GOLD;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;0.0
0;325500;GOLD;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
0;325500;BRONZE;1942;30;;;;;1945;30;;;;;1943.5;0.0
0;325500;SILVER;2035;2;2034;28;;;2038;30;;;;;2036.5;0.0
0;325600;GOLD;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
0;325600;BRONZE;1941;25;;;;;1944;25;;;;;1942.5;0.0
0;325600;SILVER;2035;2;2034;23;;;2038;25;;;;;2036.5;0.0
0;325700;SILVER;2034;23;;;;;2038;23;;;;;2036.0;0.0
0;325700;GOLD;9995;23;;;;;10005;23;;;;;10000.0;0.0
0;325700;BRONZE;1941;23;;;;;1944;23;;;;;1942.5;0.0
0;325800;BRONZE;1942;1;1940;2;1939;30;1943;32;;;;;1942.5;0.0
0;325800;SILVER;2037;1;2034;32;;;2038;32;;;;;2037.5;0.0
0;325800;GOLD;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
0;325900;GOLD;9998;3;9996;2;9995;27;10004;2;10005;27;;;10001.0;0.0
0;325900;BRONZE;1939;29;;;;;1942;29;;;;;1940.5;0.0
0;325900;SILVER;2034;29;;;;;2038;29;;;;;2036.0;0.0
0;326000;GOLD;9998;3;9996;2;9995;24;10004;2;10005;24;;;10001.0;0.0
0;326000;BRONZE;1941;26;;;;;1942;7;1944;26;;;1941.5;0.0
0;326000;SILVER;2035;2;2034;24;;;2036;7;2038;26;;;2035.5;0.0
0;326100;SILVER;2034;21;;;;;2038;21;;;;;2036.0;0.0
0;326100;GOLD;9995;21;;;;;9998;1;10005;21;;;9996.5;0.0
0;326100;BRONZE;1940;21;;;;;1944;21;;;;;1942.0;0.0
0;326200;BRONZE;1941;25;;;;;1944;25;;;;;1942.5;0.0
0;326200;SILVER;2034;25;;;;;2038;25;;;;;2036.0;0.0
0;326200;GOLD;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;0.0
0;326300;GOLD;9995;21;;;;;10005;21;;;;;10000.0;0.0
0;326300;BRONZE;1940;21;;;;;1943;21;;;;;1941.5;0.0
0;326300;SILVER;2034;21;;;;;2038;21;;;;;2036.0;0.0
0;326400;GOLD;9995;30;;;;;10005;30;;;;;10000.0;0.0
0;326400;BRONZE;1941;30;;;;;1945;30;;;;;1943.0;0.0
0;326400;SILVER;2034;30;;;;;2038;30;;;;;2036.0;0.0
0;326500;SILVER;2035;1;2034;22;;;2036;6;2038;23;;;2035.5;0.0
0;326500;GOLD;9998;7;9996;1;9995;22;10000;6;10004;1;10005;22;9999.0;0.0
0;326500;BRONZE;1941;23;;;;;1942;6;1944;23;;;1941.5;0.0
0;326600;BRONZE;1941;26;;;;;1945;26;;;;;1943.0;0.0
0;326600;SILVER;2035;26;;;;;2038;26;;;;;2036.5;0.0
0;326600;GOLD;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;0.0
0;326700;GOLD;9996;1;9995;28;;;10002;6;10004;1;10005;28;9999.0;0.0
0;326700;BRONZE;1942;29;;;;;1945;1;1946;28;;;1943.5;0.0
0;326700;SILVER;2035;29;;;;;2038;29;;;;;2036.5;0.0
0;326800;GOLD;9995;20;;;;;10005;20;;;;;10000.0;0.0
0;326800;BRONZE;1940;20;;;;;1944;20;;;;;1942.0;0.0
0;326800;SILVER;2035;20;;;;;2038;20;;;;;2036.5;0.0
0;326900;SILVER;2035;29;;;;;2037;7;2038;30;;;2036.0;0.0
0;326900;GOLD;10002;10;9995;30;;;10005;30;;;;;10003.5;0.0
0;326900;BRONZE;1940;29;;;;;1942;7;1943;30;;;1941.0;0.0
0;327000;BRONZE;1939;22;;;;;1942;22;;;;;1940.5;0.0
0;327000;SILVER;2035;22;;;;;2038;22;;;;;2036.5;0.0
0;327000;GOLD;9995;22;;;;;10005;22;;;;;10000.0;0.0
0;327100;GOLD;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
0;327100;BRONZE;1940;24;;;;;1944;24;;;;;1942.0;0.0
0;327100;SILVER;2035;24;;;;;2038;24;;;;;2036.5;0.0
0;327200;GOLD;9995;26;;;;;10005;26;;;;;10000.0;0.0
0;327200;BRONZE;1941;26;;;;;1944;26;;;;;1942.5;0.0
0;327200;SILVER;2035;26;;;;;2038;26;;;;;2036.5;0.0
0;327300;SILVER;2035;27;;;;;2038;27;;;;;2036.5;0.0
0;327300;GOLD;9995;27;;;;;10005;27;;;;;10000.0;0.0
0;327300;BRONZE;1942;27;;;;;1945;27;;;;;1943.5;0.0
0;327400;BRONZE;1942;30;;;;;1945;2;1946;28;;;1943.5;0.0
0;327400;SILVER;2035;30;;;;;2038;30;;;;;2036.5;0.0
0;327400;GOLD;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;0.0
0;327500;GOLD;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
0;327500;BRONZE;1943;14;;;;;1944;8;1946;24;;;1943.5;0.0
0;327500;SILVER;2035;14;;;;;2037;8;2038;24;;;2036.0;0.0
0;327600;GOLD;9995;23;;;;;10002;5;10005;23;;;9998.5;0.0
0;327600;BRONZE;1942;23;;;;;1945;23;;;;;1943.5;0.0
0;327600;SILVER;2035;23;;;;;2038;23;;;;;2036.5;0.0
0;327700;SILVER;2035;8;2034;24;;;2038;24;;;;;2036.5;0.0
0;327700;GOLD;9995;24;;;;;10005;24;;;;;10000.0;0.0
0;327700;BRONZE;1941;32;;;;;1944;24;;;;;1942.5;0.0
0;327800;BRONZE;1939;22;;;;;1943;23;;;;;1941.0;0.0
0;327800;SILVER;2034;23;;;;;2035;1;2038;23;;;2034.5;0.0
0;327800;GOLD;9995;23;;;;;10005;23;;;;;10000.0;0.0
0;327900;GOLD;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
0;327900;BRONZE;1940;22;;;;;1943;22;;;;;1941.5;0.0
0;327900;SILVER;2035;1;2034;21;;;2038;22;;;;;2036.5;0.0
0;328000;GOLD;9995;30;;;;;10002;1;10005;30;;;9998.5;0.0
0;328000;BRONZE;1940;30;;;;;1943;30;;;;;1941.5;0.0
0;328000;SILVER;2035;30;;;;;2038;30;;;;;2036.5;0.0
0;328100;SILVER;2035;31;;;;;2038;31;;;;;2036.5;0.0
0;328100;GOLD;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
0;328100;BRONZE;1940;31;;;;;1944;31;;;;;1942.0;0.0
0;328200;GOLD;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
0;328200;BRONZE;1940;27;;;;;1943;27;;;;;1941.5;0.0
0;328200;SILVER;2034;27;;;;;2038;27;;;;;2036.0;0.0
0;328300;BRONZE;1941;5;1940;21;;;1943;21;;;;;1942.0;0.0
0;328300;SILVER;2035;6;2034;20;;;2038;21;;;;;2036.5;0.0
0;328300;GOLD;9996;1;9995;20;;;10002;1;10004;1;10005;20;9999.0;0.0
0;328400;GOLD;9995;23;;;;;10005;23;;;;;10000.0;0.0
0;328400;BRONZE;1944;1;1942;23;;;1945;23;;;;;1944.5;0.0
0;328400;SILVER;2037;1;2034;23;;;2038;23;;;;;2037.5;0.0
0;328500;BRONZE;1943;30;;;;;1945;1;1946;30;;;1944.0;0.0
0;328500;SILVER;2034;30;;;;;2036;1;2038;30;;;2035.0;0.0
0;328500;GOLD;9998;5;9996;2;9995;28;10004;2;10005;28;;;10001.0;0.0
0;328600;GOLD;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;0.0
0;328600;SILVER;2034;28;;;;;2038;28;;;;;2036.0;0.0
0;328600;BRONZE;1944;28;;;;;1947;28;;;;;1945.5;0.0
0;328700;BRONZE;1943;30;;;;;1945;8;1947;30;;;1944.0;0.0
0;328700;SILVER;2034;30;;;;;2036;8;2038;30;;;2035.0;0.0
0;328700;GOLD;9995;30;;;;;10005;30;;;;;10000.0;0.0
0;328800;BRONZE;1945;6;1944;23;;;1947;23;;;;;1946.0;0.0
0;328800;GOLD;9996;1;9995;22;;;9998;1;10004;1;10005;22;9997.0;0.0
0;328800;SILVER;2035;6;2034;23;;;2038;23;;;;;2036.5;0.0
0;328900;BRONZE;1946;28;;;;;1949;28;;;;;1947.5;0.0
0;328900;SILVER;2034;28;;;;;2037;28;;;;;2035.5;0.0
0;328900;GOLD;9995;28;;;;;10005;28;;;;;10000.0;0.0
0;329000;GOLD;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
0;329000;SILVER;2034;22;;;;;2037;2;2038;20;;;2035.5;0.0
0;329000;BRONZE;1947;2;1946;20;;;1950;22;;;;;1948.5;0.0
0;329100;BRONZE;1947;23;;;;;1951;23;;;;;1949.0;0.0
0;329100;SILVER;2034;23;;;;;2037;1;2038;22;;;2035.5;0.0
0;329100;GOLD;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;0.0
0;329200;BRONZE;1947;32;;;;;1950;29;;;;;1948.5;0.0
0;329200;GOLD;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;0.0
0;329200;SILVER;2034;32;;;;;2037;29;;;;;2035.5;0.0
0;329300;BRONZE;1947;28;;;;;1950;27;;;;;1948.5;0.0
0;329300;SILVER;2034;28;;;;;2037;27;;;;;2035.5;0.0
0;329300;GOLD;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
0;329400;GOLD;9995;23;;;;;10005;23;;;;;10000.0;0.0
0;329400;SILVER;2034;23;;;;;2038;23;;;;;2036.0;0.0
0;329400;BRONZE;1948;23;;;;;1951;23;;;;;1949.5;0.0
